Model,Category,Synopsis,Correct,Total,Proportion_Correct
llama_31_8b,confused,Marine and Freshwater Mammal Conservation,30,39,0.769230769
llama_31_8b,confused,Marsh and Swamp Conservation,161,181,0.889502762
llama_31_8b,confused,Mediterranean Farmland,53,57,0.929824561
llama_31_8b,confused,Natural Pest Control,14,15,0.933333333
llama_31_8b,confused,Peatland Conservation,54,62,0.870967742
llama_31_8b,confused,Primate Conservation,45,57,0.789473684
llama_31_8b,confused,Reptile Conservation,133,155,0.858064516
llama_31_8b,confused,Shrubland and Heathland Conservation,38,43,0.88372093
llama_31_8b,confused,Soil Fertility,18,19,0.947368421
llama_31_8b,confused,Subtidal Benthic Invertebrate Conservation,67,79,0.848101266
llama_31_8b,confused,Sustainable Aquaculture,16,18,0.888888889
llama_31_8b,confused,Terrestrial Mammal Conservation,162,188,0.861702128
llama_31_8b,dense_retrieval,Amphibian Conservation,82,91,0.901098901
llama_31_8b,dense_retrieval,Bat Conservation,37,46,0.804347826
llama_31_8b,dense_retrieval,Bee Conservation,30,38,0.789473684
llama_31_8b,dense_retrieval,Biodiversity of Marine Artificial Structures,30,35,0.857142857
llama_31_8b,dense_retrieval,Bird Conservation,253,321,0.788161994
llama_31_8b,dense_retrieval,Butterfly and Moth Conservation,73,115,0.634782609
llama_31_8b,dense_retrieval,Control of Freshwater Invasive Species,43,50,0.86
llama_31_8b,dense_retrieval,Farmland Conservation,51,73,0.698630137
llama_31_8b,dense_retrieval,Forest Conservation,40,50,0.8
llama_31_8b,dense_retrieval,Grassland Conservation,24,30,0.8
llama_31_8b,dense_retrieval,Management of Captive Animals,28,34,0.823529412
llama_31_8b,dense_retrieval,Marine Fish Conservation,57,71,0.802816901
llama_31_8b,dense_retrieval,Marine and Freshwater Mammal Conservation,31,39,0.794871795
llama_31_8b,dense_retrieval,Marsh and Swamp Conservation,150,181,0.828729282
llama_31_8b,dense_retrieval,Mediterranean Farmland,50,57,0.877192983
llama_31_8b,dense_retrieval,Natural Pest Control,12,15,0.8
llama_31_8b,dense_retrieval,Peatland Conservation,45,62,0.725806452
llama_31_8b,dense_retrieval,Primate Conservation,40,57,0.701754386
llama_31_8b,dense_retrieval,Reptile Conservation,102,155,0.658064516
llama_31_8b,dense_retrieval,Shrubland and Heathland Conservation,33,43,0.767441861
llama_31_8b,dense_retrieval,Soil Fertility,16,19,0.842105263
llama_31_8b,dense_retrieval,Subtidal Benthic Invertebrate Conservation,60,79,0.759493671
llama_31_8b,dense_retrieval,Sustainable Aquaculture,17,18,0.944444444
llama_31_8b,dense_retrieval,Terrestrial Mammal Conservation,148,188,0.787234043
llama_31_8b,hybrid_retrieval,Amphibian Conservation,81,91,0.89010989
llama_31_8b,hybrid_retrieval,Bat Conservation,38,46,0.826086957
llama_31_8b,hybrid_retrieval,Bee Conservation,33,38,0.868421053
llama_31_8b,hybrid_retrieval,Biodiversity of Marine Artificial Structures,30,35,0.857142857
llama_31_8b,hybrid_retrieval,Bird Conservation,251,321,0.781931464
llama_31_8b,hybrid_retrieval,Butterfly and Moth Conservation,86,115,0.747826087
llama_31_8b,hybrid_retrieval,Control of Freshwater Invasive Species,44,50,0.88
llama_31_8b,hybrid_retrieval,Farmland Conservation,56,73,0.767123288
llama_31_8b,hybrid_retrieval,Forest Conservation,41,50,0.82
llama_31_8b,hybrid_retrieval,Grassland Conservation,23,30,0.766666667
llama_31_8b,hybrid_retrieval,Management of Captive Animals,28,34,0.823529412
llama_31_8b,hybrid_retrieval,Marine Fish Conservation,58,71,0.816901409
llama_31_8b,hybrid_retrieval,Marine and Freshwater Mammal Conservation,30,39,0.769230769
llama_31_8b,hybrid_retrieval,Marsh and Swamp Conservation,152,181,0.839779006
llama_31_8b,hybrid_retrieval,Mediterranean Farmland,49,57,0.859649123
llama_31_8b,hybrid_retrieval,Natural Pest Control,14,15,0.933333333
llama_31_8b,hybrid_retrieval,Peatland Conservation,50,62,0.806451613
llama_31_8b,hybrid_retrieval,Primate Conservation,39,57,0.684210526
llama_31_8b,hybrid_retrieval,Reptile Conservation,115,155,0.741935484
llama_31_8b,hybrid_retrieval,Shrubland and Heathland Conservation,32,43,0.744186047
llama_31_8b,hybrid_retrieval,Soil Fertility,16,19,0.842105263
llama_31_8b,hybrid_retrieval,Subtidal Benthic Invertebrate Conservation,62,79,0.784810127
llama_31_8b,hybrid_retrieval,Sustainable Aquaculture,16,18,0.888888889
llama_31_8b,hybrid_retrieval,Terrestrial Mammal Conservation,151,188,0.803191489
llama_31_8b,oracle,Amphibian Conservation,87,91,0.956043956
llama_31_8b,oracle,Bat Conservation,45,46,0.97826087
llama_31_8b,oracle,Bee Conservation,36,38,0.947368421
llama_31_8b,oracle,Biodiversity of Marine Artificial Structures,34,35,0.971428571
llama_31_8b,oracle,Bird Conservation,284,321,0.884735203
llama_31_8b,oracle,Butterfly and Moth Conservation,99,115,0.860869565
llama_31_8b,oracle,Control of Freshwater Invasive Species,43,50,0.86
llama_31_8b,oracle,Farmland Conservation,64,73,0.876712329
llama_31_8b,oracle,Forest Conservation,43,50,0.86
llama_31_8b,oracle,Grassland Conservation,29,30,0.966666667
llama_31_8b,oracle,Management of Captive Animals,32,34,0.941176471
llama_31_8b,oracle,Marine Fish Conservation,62,71,0.873239437
llama_31_8b,oracle,Marine and Freshwater Mammal Conservation,32,39,0.820512821
llama_31_8b,oracle,Marsh and Swamp Conservation,165,181,0.91160221
llama_31_8b,oracle,Mediterranean Farmland,56,57,0.98245614
llama_31_8b,oracle,Natural Pest Control,15,15,1
llama_31_8b,oracle,Peatland Conservation,56,62,0.903225807
llama_31_8b,oracle,Primate Conservation,50,57,0.877192983
llama_31_8b,oracle,Reptile Conservation,143,155,0.922580645
llama_31_8b,oracle,Shrubland and Heathland Conservation,39,43,0.906976744
llama_31_8b,oracle,Soil Fertility,17,19,0.894736842
llama_31_8b,oracle,Subtidal Benthic Invertebrate Conservation,68,79,0.860759494
llama_31_8b,oracle,Sustainable Aquaculture,18,18,1
llama_31_8b,oracle,Terrestrial Mammal Conservation,170,188,0.904255319
llama_31_8b,sparse_retrieval,Amphibian Conservation,73,91,0.802197802
llama_31_8b,sparse_retrieval,Bat Conservation,37,46,0.804347826
llama_31_8b,sparse_retrieval,Bee Conservation,32,38,0.842105263
llama_31_8b,sparse_retrieval,Biodiversity of Marine Artificial Structures,31,35,0.885714286
llama_31_8b,sparse_retrieval,Bird Conservation,223,321,0.69470405
llama_31_8b,sparse_retrieval,Butterfly and Moth Conservation,80,115,0.695652174
llama_31_8b,sparse_retrieval,Control of Freshwater Invasive Species,31,50,0.62
llama_31_8b,sparse_retrieval,Farmland Conservation,56,73,0.767123288
llama_31_8b,sparse_retrieval,Forest Conservation,28,50,0.56
llama_31_8b,sparse_retrieval,Grassland Conservation,24,30,0.8
llama_31_8b,sparse_retrieval,Management of Captive Animals,24,34,0.705882353
llama_31_8b,sparse_retrieval,Marine Fish Conservation,54,71,0.76056338
llama_31_8b,sparse_retrieval,Marine and Freshwater Mammal Conservation,29,39,0.743589744
llama_31_8b,sparse_retrieval,Marsh and Swamp Conservation,141,181,0.779005525
llama_31_8b,sparse_retrieval,Mediterranean Farmland,42,57,0.736842105
llama_31_8b,sparse_retrieval,Natural Pest Control,13,15,0.866666667
llama_31_8b,sparse_retrieval,Peatland Conservation,47,62,0.758064516
llama_31_8b,sparse_retrieval,Primate Conservation,43,57,0.754385965
llama_31_8b,sparse_retrieval,Reptile Conservation,104,155,0.670967742
llama_31_8b,sparse_retrieval,Shrubland and Heathland Conservation,32,43,0.744186047
llama_31_8b,sparse_retrieval,Soil Fertility,14,19,0.736842105
llama_31_8b,sparse_retrieval,Subtidal Benthic Invertebrate Conservation,63,79,0.797468354
llama_31_8b,sparse_retrieval,Sustainable Aquaculture,15,18,0.833333333
llama_31_8b,sparse_retrieval,Terrestrial Mammal Conservation,144,188,0.765957447
mixtral_822,closed_book,Amphibian Conservation,62,91,0.681318681
mixtral_822,closed_book,Bat Conservation,36,46,0.782608696
mixtral_822,closed_book,Bee Conservation,25,38,0.657894737
mixtral_822,closed_book,Biodiversity of Marine Artificial Structures,33,35,0.942857143
mixtral_822,closed_book,Bird Conservation,194,321,0.604361371
mixtral_822,closed_book,Butterfly and Moth Conservation,71,115,0.617391304
mixtral_822,closed_book,Control of Freshwater Invasive Species,29,50,0.58
mixtral_822,closed_book,Farmland Conservation,49,73,0.671232877
mixtral_822,closed_book,Forest Conservation,29,50,0.58
mixtral_822,closed_book,Grassland Conservation,18,30,0.6
mixtral_822,closed_book,Management of Captive Animals,24,34,0.705882353
mixtral_822,closed_book,Marine Fish Conservation,47,71,0.661971831
mixtral_822,closed_book,Marine and Freshwater Mammal Conservation,30,39,0.769230769
mixtral_822,closed_book,Marsh and Swamp Conservation,107,181,0.591160221
mixtral_822,closed_book,Mediterranean Farmland,39,57,0.684210526
mixtral_822,closed_book,Natural Pest Control,13,15,0.866666667
mixtral_822,closed_book,Peatland Conservation,35,62,0.564516129
mixtral_822,closed_book,Primate Conservation,40,57,0.701754386
mixtral_822,closed_book,Reptile Conservation,90,155,0.580645161
mixtral_822,closed_book,Shrubland and Heathland Conservation,24,43,0.558139535
mixtral_822,closed_book,Soil Fertility,14,19,0.736842105
mixtral_822,closed_book,Subtidal Benthic Invertebrate Conservation,53,79,0.670886076
mixtral_822,closed_book,Sustainable Aquaculture,13,18,0.722222222
mixtral_822,closed_book,Terrestrial Mammal Conservation,126,188,0.670212766
mixtral_822,confused,Amphibian Conservation,82,91,0.901098901
mixtral_822,confused,Bat Conservation,45,46,0.97826087
mixtral_822,confused,Bee Conservation,37,38,0.973684211
mixtral_822,confused,Biodiversity of Marine Artificial Structures,32,35,0.914285714
mixtral_822,confused,Bird Conservation,293,321,0.912772586
mixtral_822,confused,Butterfly and Moth Conservation,102,115,0.886956522
mixtral_822,confused,Control of Freshwater Invasive Species,44,50,0.88
mixtral_822,confused,Farmland Conservation,66,73,0.904109589
mixtral_822,confused,Forest Conservation,46,50,0.92
mixtral_822,confused,Grassland Conservation,28,30,0.933333333
mixtral_822,confused,Management of Captive Animals,32,34,0.941176471
mixtral_822,confused,Marine Fish Conservation,62,71,0.873239437
mixtral_822,confused,Marine and Freshwater Mammal Conservation,31,39,0.794871795
mixtral_822,confused,Marsh and Swamp Conservation,165,181,0.91160221
mixtral_822,confused,Mediterranean Farmland,53,57,0.929824561
mixtral_822,confused,Natural Pest Control,15,15,1
mixtral_822,confused,Peatland Conservation,56,62,0.903225807
mixtral_822,confused,Primate Conservation,49,57,0.859649123
mixtral_822,confused,Reptile Conservation,134,155,0.864516129
mixtral_822,confused,Shrubland and Heathland Conservation,41,43,0.953488372
mixtral_822,confused,Soil Fertility,17,19,0.894736842
mixtral_822,confused,Subtidal Benthic Invertebrate Conservation,69,79,0.873417722
mixtral_822,confused,Sustainable Aquaculture,17,18,0.944444444
mixtral_822,confused,Terrestrial Mammal Conservation,166,188,0.882978723
mixtral_822,dense_retrieval,Amphibian Conservation,80,91,0.879120879
mixtral_822,dense_retrieval,Bat Conservation,38,46,0.826086957
mixtral_822,dense_retrieval,Bee Conservation,32,38,0.842105263
mixtral_822,dense_retrieval,Biodiversity of Marine Artificial Structures,28,35,0.8
mixtral_822,dense_retrieval,Bird Conservation,275,321,0.856697819
mixtral_822,dense_retrieval,Butterfly and Moth Conservation,80,115,0.695652174
mixtral_822,dense_retrieval,Control of Freshwater Invasive Species,36,50,0.72
mixtral_822,dense_retrieval,Farmland Conservation,57,73,0.780821918
mixtral_822,dense_retrieval,Forest Conservation,42,50,0.84
mixtral_822,dense_retrieval,Grassland Conservation,25,30,0.833333333
mixtral_822,dense_retrieval,Management of Captive Animals,31,34,0.911764706
mixtral_822,dense_retrieval,Marine Fish Conservation,53,71,0.746478873
mixtral_822,dense_retrieval,Marine and Freshwater Mammal Conservation,31,39,0.794871795
mixtral_822,dense_retrieval,Marsh and Swamp Conservation,142,181,0.784530387
mixtral_822,dense_retrieval,Mediterranean Farmland,46,57,0.807017544
mixtral_822,dense_retrieval,Natural Pest Control,13,15,0.866666667
mixtral_822,dense_retrieval,Peatland Conservation,49,62,0.790322581
mixtral_822,dense_retrieval,Primate Conservation,45,57,0.789473684
mixtral_822,dense_retrieval,Reptile Conservation,96,155,0.619354839
mixtral_822,dense_retrieval,Shrubland and Heathland Conservation,36,43,0.837209302
mixtral_822,dense_retrieval,Soil Fertility,14,19,0.736842105
mixtral_822,dense_retrieval,Subtidal Benthic Invertebrate Conservation,64,79,0.810126582
mixtral_822,dense_retrieval,Sustainable Aquaculture,16,18,0.888888889
mixtral_822,dense_retrieval,Terrestrial Mammal Conservation,149,188,0.792553192
mixtral_822,hybrid_retrieval,Amphibian Conservation,81,91,0.89010989
mixtral_822,hybrid_retrieval,Bat Conservation,39,46,0.847826087
mixtral_822,hybrid_retrieval,Bee Conservation,35,38,0.921052632
mixtral_822,hybrid_retrieval,Biodiversity of Marine Artificial Structures,31,35,0.885714286
mixtral_822,hybrid_retrieval,Bird Conservation,269,321,0.838006231
mixtral_822,hybrid_retrieval,Butterfly and Moth Conservation,93,115,0.808695652
mixtral_822,hybrid_retrieval,Control of Freshwater Invasive Species,37,50,0.74
mixtral_822,hybrid_retrieval,Farmland Conservation,64,73,0.876712329
mixtral_822,hybrid_retrieval,Forest Conservation,41,50,0.82
mixtral_822,hybrid_retrieval,Grassland Conservation,26,30,0.866666667
mixtral_822,hybrid_retrieval,Management of Captive Animals,30,34,0.882352941
mixtral_822,hybrid_retrieval,Marine Fish Conservation,54,71,0.76056338
mixtral_822,hybrid_retrieval,Marine and Freshwater Mammal Conservation,30,39,0.769230769
mixtral_822,hybrid_retrieval,Marsh and Swamp Conservation,156,181,0.861878453
mixtral_822,hybrid_retrieval,Mediterranean Farmland,49,57,0.859649123
mixtral_822,hybrid_retrieval,Natural Pest Control,13,15,0.866666667
mixtral_822,hybrid_retrieval,Peatland Conservation,52,62,0.838709677
mixtral_822,hybrid_retrieval,Primate Conservation,44,57,0.771929825
mixtral_822,hybrid_retrieval,Reptile Conservation,119,155,0.767741936
mixtral_822,hybrid_retrieval,Shrubland and Heathland Conservation,35,43,0.813953488
mixtral_822,hybrid_retrieval,Soil Fertility,14,19,0.736842105
mixtral_822,hybrid_retrieval,Subtidal Benthic Invertebrate Conservation,67,79,0.848101266
mixtral_822,hybrid_retrieval,Sustainable Aquaculture,16,18,0.888888889
mixtral_822,hybrid_retrieval,Terrestrial Mammal Conservation,156,188,0.829787234
mixtral_822,oracle,Amphibian Conservation,85,91,0.934065934
mixtral_822,oracle,Bat Conservation,45,46,0.97826087
mixtral_822,oracle,Bee Conservation,36,38,0.947368421
mixtral_822,oracle,Biodiversity of Marine Artificial Structures,33,35,0.942857143
mixtral_822,oracle,Bird Conservation,289,321,0.900311527
mixtral_822,oracle,Butterfly and Moth Conservation,104,115,0.904347826
mixtral_822,oracle,Control of Freshwater Invasive Species,44,50,0.88
mixtral_822,oracle,Farmland Conservation,70,73,0.95890411
mixtral_822,oracle,Forest Conservation,44,50,0.88
mixtral_822,oracle,Grassland Conservation,29,30,0.966666667
mixtral_822,oracle,Management of Captive Animals,33,34,0.970588235
mixtral_822,oracle,Marine Fish Conservation,63,71,0.887323944
mixtral_822,oracle,Marine and Freshwater Mammal Conservation,31,39,0.794871795
mixtral_822,oracle,Marsh and Swamp Conservation,166,181,0.917127072
mixtral_822,oracle,Mediterranean Farmland,56,57,0.98245614
mixtral_822,oracle,Natural Pest Control,15,15,1
mixtral_822,oracle,Peatland Conservation,58,62,0.935483871
mixtral_822,oracle,Primate Conservation,50,57,0.877192983
mixtral_822,oracle,Reptile Conservation,140,155,0.903225807
mixtral_822,oracle,Shrubland and Heathland Conservation,40,43,0.930232558
mixtral_822,oracle,Soil Fertility,19,19,1
mixtral_822,oracle,Subtidal Benthic Invertebrate Conservation,70,79,0.886075949
mixtral_822,oracle,Sustainable Aquaculture,18,18,1
mixtral_822,oracle,Terrestrial Mammal Conservation,165,188,0.877659575
mixtral_822,sparse_retrieval,Amphibian Conservation,67,91,0.736263736
mixtral_822,sparse_retrieval,Bat Conservation,40,46,0.869565217
mixtral_822,sparse_retrieval,Bee Conservation,32,38,0.842105263
mixtral_822,sparse_retrieval,Biodiversity of Marine Artificial Structures,30,35,0.857142857
mixtral_822,sparse_retrieval,Bird Conservation,229,321,0.713395639
mixtral_822,sparse_retrieval,Butterfly and Moth Conservation,85,115,0.739130435
mixtral_822,sparse_retrieval,Control of Freshwater Invasive Species,28,50,0.56
mixtral_822,sparse_retrieval,Farmland Conservation,58,73,0.794520548
mixtral_822,sparse_retrieval,Forest Conservation,33,50,0.66
mixtral_822,sparse_retrieval,Grassland Conservation,26,30,0.866666667
mixtral_822,sparse_retrieval,Management of Captive Animals,26,34,0.764705882
mixtral_822,sparse_retrieval,Marine Fish Conservation,54,71,0.76056338
mixtral_822,sparse_retrieval,Marine and Freshwater Mammal Conservation,29,39,0.743589744
mixtral_822,sparse_retrieval,Marsh and Swamp Conservation,147,181,0.812154696
mixtral_822,sparse_retrieval,Mediterranean Farmland,43,57,0.754385965
mixtral_822,sparse_retrieval,Natural Pest Control,13,15,0.866666667
mixtral_822,sparse_retrieval,Peatland Conservation,46,62,0.741935484
mixtral_822,sparse_retrieval,Primate Conservation,45,57,0.789473684
mixtral_822,sparse_retrieval,Reptile Conservation,105,155,0.677419355
mixtral_822,sparse_retrieval,Shrubland and Heathland Conservation,32,43,0.744186047
mixtral_822,sparse_retrieval,Soil Fertility,13,19,0.684210526
mixtral_822,sparse_retrieval,Subtidal Benthic Invertebrate Conservation,62,79,0.784810127
mixtral_822,sparse_retrieval,Sustainable Aquaculture,13,18,0.722222222
mixtral_822,sparse_retrieval,Terrestrial Mammal Conservation,149,188,0.792553192
